Seq	sample	Entrez_old	Entrez	Symbol
17749	HGFAC	3083	3083	HGFAC
17750	SDAD1	55153	55153	SDAD1
17751	APH1B	83464	83464	APH1B
17752	SNORD32A	26819	26819	SNORD32A
17753	MRPL44	65080	65080	MRPL44
17754	SETD6	79918	79918	SETD6
17755	C10orf68	79741	79741	CCDC7
17756	SLC26A1	10861	10861	SLC26A1
17757	SLC26A2	1836	1836	SLC26A2
17758	SLC26A3	1811	1811	SLC26A3
17759	SLC26A4	5172	5172	SLC26A4
17760	SLC26A5	375611	375611	SLC26A5
17761	FGF9	2254	2254	FGF9
17762	FGF8	2253	2253	FGF8
17763	FGF7	2252	2252	FGF7
17764	FGF6	2251	2251	FGF6
17765	FGF5	2250	2250	FGF5
17766	FGF4	2249	2249	FGF4
17767	FGF3	2248	2248	FGF3
17768	FGF2	2247	2247	FGF2
17769	FGF1	2246	2246	FGF1
17770	BCAN	63827	63827	BCAN
17771	OLFML2B	25903	25903	OLFML2B
17772	OLFML2A	169611	169611	OLFML2A
17773	BCAM	4059	4059	BCAM
17774	HTA	283902	283902	HCCAT5
17775	GLOD5	392465	392465	GLOD5
17776	GLOD4	51031	51031	GLOD4
17777	SDC2	6383	6383	SDC2
17778	GCH1	2643	2643	GCH1
17779	SDC4	6385	6385	SDC4
17780	TTYH1	57348	57348	TTYH1
17781	ELOVL6	79071	79071	ELOVL6
17782	ELOVL7	79993	79993	ELOVL7
17783	ELOVL4	6785	6785	ELOVL4
17784	ELOVL5	60481	60481	ELOVL5
17785	ELOVL2	54898	54898	ELOVL2
17786	ELOVL3	83401	83401	ELOVL3
17787	ELOVL1	64834	64834	ELOVL1
17788	SNF8	11267	11267	SNF8
17789	AMY1A	276	276	AMY1A
17790	FAM54A	113115	113115	MTFR2
17791	SPPL2B	56928	56928	SPPL2B
17792	KIAA0182	23199	23199	GSE1
17793	ZCCHC8	55596	55596	ZCCHC8
17794	TLN1	7094	7094	TLN1
17795	ERAP2	64167	64167	ERAP2
17796	DEFB1	1672	1672	DEFB1
17797	NAALADL2	254827	254827	NAALADL2
17798	POM121C	100101267	100101267	POM121C
17799	UPK1A	11045	11045	UPK1A
17800	TM9SF4	9777	9777	TM9SF4
17801	LOC441601	441601	441601	SEPTIN7P11
17802	DIABLO	56616	56616	DIABLO
17803	ZNF593	51042	51042	ZNF593
17804	IFNB1	3456	3456	IFNB1
17805	CWF19L1	55280	55280	CWF19L1
17806	SPRR2D	6703	6703	SPRR2D
17807	CWF19L2	143884	143884	CWF19L2
17808	HEYL	26508	26508	HEYL
17809	LOC650623	650623	650623	BEND3P3
17810	NAA25	80018	80018	NAA25
17811	RPL13A	23521	23521	RPL13A
17812	SGCG	6445	6445	SGCG
17813	TTYH3	80727	80727	TTYH3
17814	SGCE	8910	8910	SGCE
17815	RILP	83547	83547	RILP
17816	CNKSR1	10256	10256	CNKSR1
17817	SGCB	6443	6443	SGCB
17818	CNKSR3	154043	154043	CNKSR3
17819	CNKSR2	22866	22866	CNKSR2
17820	ZNF691	51058	51058	ZNF691
17821	NCRNA00207	388910	388910	LINC00207
17822	DUSP9	1852	1852	DUSP9
17823	DUSP8	1850	1850	DUSP8
17824	LOC284688	284688	284688	LINC01142
17825	DUSP5	1847	1847	DUSP5
17826	DUSP4	1846	1846	DUSP4
17827	DUSP7	1849	1849	DUSP7
17828	DUSP6	1848	1848	DUSP6
17829	DUSP1	1843	1843	DUSP1
17830	DUSP3	1845	1845	DUSP3
17831	DUSP2	1844	1844	DUSP2
17832	LRRC8E	80131	80131	LRRC8E
17833	LRRC8D	55144	55144	LRRC8D
17834	GBGT1	26301	26301	GBGT1
17835	NKD2	85409	85409	NKD2
17836	ELN	2006	2006	ELN
17837	RBL1	5933	5933	RBL1
17838	ELL	8178	8178	ELL
17839	LRRC8B	23507	23507	LRRC8B
17840	QDPR	5860	5860	QDPR
17841	OR51E1	143503	143503	OR51E1
17842	OR51E2	81285	81285	OR51E2
17843	SLC8A1	6546	6546	SLC8A1
17844	RGS7BP	401190	401190	RGS7BP
17845	RPL26L1	51121	51121	RPL26L1
17846	MIXL1	83881	83881	MIXL1
17847	HDX	139324	139324	HDX
17848	HEY2	23493	23493	HEY2
17849	HEY1	23462	23462	HEY1
17850	LRRN4CL	221091	221091	LRRN4CL
17851	MFSD9	84804	84804	MFSD9
17852	XRCC6BP1	91419	91419	ATP23
17853	STX4	6810	6810	STX4
17854	MTF1	4520	4520	MTF1
17855	MTF2	22823	22823	MTF2
17856	TM9SF2	9375	9375	TM9SF2
17857	PRKCQ	5588	5588	PRKCQ
17858	LEP	3952	3952	LEP
17859	TAB3	257397	257397	TAB3
17860	LOC80054	80054	80054	CEBPA-DT
17861	CNTN1	1272	1272	CNTN1
17862	STX6	10228	10228	STX6
17863	C20orf123	128506	128506	OCSTAMP
17864	CSN1S1	1446	1446	CSN1S1
17865	TBC1D12	23232	23232	TBC1D12
17866	HDC	3067	3067	HDC
17867	TSNAX-DISC1	100303453	100303453	TSNAX-DISC1
17868	XYLB	9942	9942	XYLB
17869	TBC1D16	125058	125058	TBC1D16
17870	RPL34	6164	6164	RPL34
17871	TBC1D14	57533	57533	TBC1D14
17872	FBL	2091	2091	FBL
17873	MAGEB18	286514	286514	MAGEB18
17874	TNFRSF6B	8771	8771	TNFRSF6B
17875	RPL35	11224	11224	RPL35
17876	AUTS2	26053	26053	AUTS2
17877	PLA2G1B	5319	5319	PLA2G1B
17878	MAP2K5	5607	5607	MAP2K5
17879	NUMA1	4926	4926	NUMA1
17880	MAGEB10	139422	139422	MAGEB10
17881	C21orf67	84536	84536	LINC01547
17882	ARFGAP1	55738	55738	ARFGAP1
17883	C21orf63	59271	59271	EVA1C
17884	C21orf62	56245	56245	C21orf62
17885	GPR52	9293	9293	GPR52
17886	HSPA1A	3303	3303	HSPA1A
17887	BMP10	27302	27302	BMP10
17888	IKBKAP	8518	8518	ELP1
17889	GPR56	9289	9289	ADGRG1
17890	BMP15	9210	9210	BMP15
17891	FAM83C	128876	128876	FAM83C
17892	FAM83B	222584	222584	FAM83B
17893	FAM83A	84985	84985	FAM83A
17894	PCDH7	5099	5099	PCDH7
17895	FAM83G	644815	644815	FAM83G
17896	FAM83F	113828	113828	FAM83F
17897	FAM83E	54854	54854	FAM83E
17898	FAM83D	81610	81610	FAM83D
17899	C12orf70	341346	341346	SMCO2
17900	C12orf71	728858	728858	C12orf71
17901	C12orf72	254013	254013	ETFBKMT
17902	C12orf73	728568	728568	C12orf73
17903	C12orf74	338809	440107	PLEKHG7
17904	C12orf75	387882	387882	C12orf75
17905	C12orf76	400073	400073	C12orf76
17906	C12orf77	196415	196415	C12orf77
17907	ATP7A	538	538	ATP7A
17908	DGKQ	1609	1609	DGKQ
17909	C8orf4	56892	56892	TCIM
17910	VKORC1L1	154807	154807	VKORC1L1
17911	DGKK	139189	139189	DGKK
17912	DGKH	160851	160851	DGKH
17913	DGKI	9162	9162	DGKI
17914	DGKB	1607	1607	DGKB
17915	SYNRG	11276	11276	SYNRG
17916	ATP7B	540	540	ATP7B
17917	DGKG	1608	1608	DGKG
17918	DGKD	8527	8527	DGKD
17919	DGKE	8526	8526	DGKE
17920	ICK	22858	22858	CILK1
17921	LOC283761	283761	283761	LINC00928
17922	SNORD43	26807	26807	SNORD43
17923	TMEM106C	79022	79022	TMEM106C
17924	CNP	1267	1267	CNP
17925	METT5D1	196074	196074	METTL15
17926	SRP72	6731	6731	SRP72
17927	SUV39H1	6839	6839	SUV39H1
17928	ZNF169	169841	169841	ZNF169
17929	PTGIS	5740	5740	PTGIS
17930	PTGIR	5739	5739	PTGIR
17931	TMPRSS3	64699	64699	TMPRSS3
17932	NEK5	341676	341676	NEK5
17933	TCERG1L	256536	256536	TCERG1L
17934	CLTCL1	8218	8218	CLTCL1
17935	RTEL1	51750	51750	RTEL1
17936	NPM1	4869	4869	NPM1
17937	NCRNA00085	147650	147650	SPACA6
17938	NCRNA00086	399668	399668	SMIM10L2A
17939	NCRNA00087	644596	644596	SMIM10L2B
17940	HSPA13	6782	6782	HSPA13
17941	ZCRB1	85437	85437	ZCRB1
17942	FLJ40292	643210	79813	EHMT1
17943	VSNL1	7447	7447	VSNL1
17944	SMU1	55234	55234	SMU1
17945	PEMT	10400	10400	PEMT
17946	HSPA14	51182	51182	HSPA14
17947	RHCG	51458	51458	RHCG
17948	MXI1	4601	4601	MXI1
17949	RHCE	6006	6006	RHCE
17950	RUVBL2	10856	10856	RUVBL2
17951	AKR1D1	6718	6718	AKR1D1
17952	PKD2	5311	5311	PKD2
17953	TMEM25	84866	84866	TMEM25
17954	PDE2A	5138	5138	PDE2A
17955	DGCR11	25786	25786	DGCR11
17956	DGCR10	26222	26220	DGCR5
17957	C1orf95	375057	375057	STUM
17958	C1orf94	84970	84970	C1orf94
17959	C1orf93	127281	127281	PRXL2B
17960	DGCR14	8220	8220	ESS2
17961	C1orf91	56063	56063	TMEM234
17962	DENR	8562	8562	DENR
17963	AHNAK2	113146	113146	AHNAK2
17964	ANXA8L1	728113	728113	ANXA8L1
17965	FKSG73	440888	440888	ACTR3BP2
17966	PTPN18	26469	26469	PTPN18
17967	SCFD1	23256	23256	SCFD1
17968	SCFD2	152579	152579	SCFD2
17969	PPP3R2	5535	5535	PPP3R2
17970	MYPOP	339344	339344	MYPOP
17971	ZNF167	55888	55888	ZKSCAN7
17972	GCOM1	145781	145781	GCOM1
17973	IQCB1	9657	9657	IQCB1
17974	SCG3	29106	29106	SCG3
17975	MEN1	4221	4221	MEN1
17976	LOC202781	202781	202781	PAXIP1-DT
17977	CPSF4L	642843	642843	CPSF4L
17978	KRT222	125113	125113	KRT222
17979	DDX54	79039	79039	DDX54
17980	SNORD114-12	767590	767590	SNORD114-12
17981	SEMA4A	64218	64218	SEMA4A
17982	SEMA4B	10509	10509	SEMA4B
17983	CSRNP3	80034	80034	CSRNP3
17984	SEMA4D	10507	10507	SEMA4D
17985	GABRB2	2561	2561	GABRB2
17986	OR2L2	26246	26246	OR2L2
17987	PPAP2B	8613	8613	PLPP3
17988	OTUD7A	161725	161725	OTUD7A
17989	CTAGE9	643854	643854	CTAGE9
17990	C10orf110	55853	55853	IDI2-AS1
17991	C10orf111	221060	221060	RPP38-DT
17992	C10orf116	10974	10974	ADIRF
17993	C10orf114	399726	399726	MIR1915HG
17994	SQRDL	58472	58472	SQOR
17995	CTAGE1	64693	64693	CTAGE1
17996	C10orf118	55088	55088	CCDC186
17997	C10orf119	79892	79892	MCMBP
17998	CTAGE4	100128553	100128553	CTAGE4
17999	CTAGE5	4253	4253	MIA2
18000	CTAGE6	340307	340307	CTAGE6
18001	OR6W1P	89883	89883	OR6W1P
18002	HSPA9	3313	3313	HSPA9
18003	SIP1	8487	8487	GEMIN2
18004	GLP1R	2740	2740	GLP1R
18005	SCN4A	6329	6329	SCN4A
18006	SCN4B	6330	6330	SCN4B
18007	OR2L3	391192	391192	OR2L3
18008	SUMO3	6612	6612	SUMO3
18009	ZNF30	90075	90075	ZNF30
18010	TMCO3	55002	55002	TMCO3
18011	TNRC6B	23112	23112	TNRC6B
18012	FAM129C	199786	199786	NIBAN3
18013	GIP	2695	2695	GIP
18014	TMCO4	255104	255104	TMCO4
18015	CRTAC1	55118	55118	CRTAC1
18016	SCCPDH	51097	51097	SCCPDH
18017	RPP38	10557	10557	RPP38
18018	ZNF195	7748	7748	ZNF195
18019	GIF	2694	2694	CBLIF
18020	SERP1	27230	27230	SERP1
18021	MFSD1	64747	64747	MFSD1
18022	OR2S2	56656	56656	OR2S2
18023	LRP6	4040	4040	LRP6
18024	MS4A4A	51338	51338	MS4A4A
18025	TMCO7	79613	79613	TANGO6
18026	CNDP1	84735	84735	CNDP1
18027	CNDP2	55748	55748	CNDP2
18028	LYPLA2P1	653639	653639	LYPLA2P1
18029	NPL	80896	80896	NPL
18030	STRBP	55342	55342	STRBP
18031	LRP4	4038	4038	LRP4
18032	MOCS2	4338	4338	MOCS2
18033	CXorf61	203413	203413	CT83
18034	TXNRD2	10587	10587	TXNRD2
18035	LRP5	4041	4041	LRP5
18036	CXorf65	158830	158830	CXorf65
18037	CXorf64	100130613	100130613	PRR32
18038	CXorf66	347487	347487	CXorf66
18039	AHR	196	196	AHR
18040	SCGN	10590	10590	SCGN
18041	GADD45GIP1	90480	90480	GADD45GIP1
18042	COLEC12	81035	81035	COLEC12
18043	ENC1	8507	8507	ENC1
18044	COLEC10	10584	10584	COLEC10
18045	COLEC11	78989	78989	COLEC11
18046	MAP3K11	4296	4296	MAP3K11
18047	TXNRD1	7296	7296	TXNRD1
18048	LRP8	7804	7804	LRP8
18049	NPS	594857	594857	NPS
18050	ACTA2	59	59	ACTA2
18051	ZNF197	10168	10168	ZNF197
18052	ACTA1	58	58	ACTA1
18053	ZNF192	7745	7745	ZKSCAN8
18054	EMCN	51705	51705	EMCN
18055	WNK2	65268	65268	WNK2
18056	QSOX2	169714	169714	QSOX2
18057	INSL5	10022	10022	INSL5
18058	PDS5A	23244	23244	PDS5A
18059	PDS5B	23047	23047	PDS5B
18060	MFSD3	113655	113655	MFSD3
18061	SYCE1L	100130958	100130958	SYCE1L
18062	TSTD1	100131187	100131187	TSTD1
18063	TSTD2	158427	158427	TSTD2
18064	PLXNA4	91584	91584	PLXNA4
18065	PKHD1L1	93035	93035	PKHD1L1
18066	BNIPL	149428	149428	BNIPL
18067	TADA2A	6871	6871	TADA2A
18068	TADA2B	93624	93624	TADA2B
18069	PSMB4	5692	5692	PSMB4
18070	NR2C2AP	126382	126382	NR2C2AP
18071	PAICS	10606	10606	PAICS
18072	OR1I1	126370	126370	OR1I1
18073	RSBN1L	222194	222194	RSBN1L
18074	UBXN2B	137886	137886	UBXN2B
18075	UBXN2A	165324	165324	UBXN2A
18076	VWA5B2	90113	90113	VWA5B2
18077	VWA5B1	127731	127731	VWA5B1
18078	KIAA0319	9856	9856	KIAA0319
18079	DYNC2LI1	51626	51626	DYNC2LI1
18080	EDARADD	128178	128178	EDARADD
18081	IFNW1	3467	3467	IFNW1
18082	ZNF212	7988	7988	ZNF212
18083	OR4D6	219983	219983	OR4D6
18084	ZNF224	7767	7767	ZNF224
18085	ZNF225	7768	7768	ZNF225
18086	ZNF226	7769	7769	ZNF226
18087	KIF9	64147	64147	KIF9
18088	KIF6	221458	221458	KIF6
18089	KIF7	374654	374654	KIF7
18090	ACMSD	130013	130013	ACMSD
18091	KCNQ5	56479	56479	KCNQ5
18092	KCNQ2	3785	3785	KCNQ2
18093	KCNQ3	3786	3786	KCNQ3
18094	KCNQ1	3784	3784	KCNQ1
18095	ALDH8A1	64577	64577	ALDH8A1
18096	HOXC10	3226	3226	HOXC10
18097	HOXC13	3229	3229	HOXC13
18098	HOXC12	3228	3228	HOXC12
18099	VEGFA	7422	7422	VEGFA
18100	TSPY4	728395	728395	TSPY4
18101	PLN	5350	5350	PLN
18102	LHX4	89884	89884	LHX4
18103	UBE2E2	7325	7325	UBE2E2
18104	RTTN	25914	25914	RTTN
18105	BNIP1	662	662	BNIP1
18106	BNIP2	663	663	BNIP2
18107	BNIP3	664	664	BNIP3
18108	PDE4C	5143	5143	PDE4C
18109	UBQLN1	29979	29979	UBQLN1
18110	INSL6	11172	11172	INSL6
18111	ZNF491	126069	126069	ZNF491
18112	ASTN2	23245	23245	ASTN2
18113	ZAN	7455	7455	ZAN
18114	KCTD15	79047	79047	KCTD15
18115	LEKR1	389170	389170	LEKR1
18116	KIR2DL3	3804	3804	KIR2DL3
18117	PTGER4	5734	5734	PTGER4
18118	KIR2DL1	3802	3802	KIR2DL1
18119	SNORD71	692111	692111	SNORD71
18120	FLOT1	10211	10211	FLOT1
18121	FLOT2	2319	2319	FLOT2
18122	KIR2DL4	3805	3805	KIR2DL4
18123	NCF1C	654817	654817	NCF1C
18124	ZNF544	27300	27300	ZNF544
18125	NAB1	4664	4664	NAB1
18126	UAP1	6675	6675	UAP1
18127	NAB2	4665	4665	NAB2
18128	PDE6B	5158	5158	PDE6B
18129	SEPP1	6414	6414	SELENOP
18130	ZNF490	57474	57474	ZNF490
18131	IYD	389434	389434	IYD
18132	LINS1	55180	55180	LINS1
18133	OTUD5	55593	55593	OTUD5
18134	OTUD4	54726	54726	OTUD4
18135	OTUD3	23252	23252	OTUD3
18136	AP3M1	26985	26985	AP3M1
18137	AP3M2	10947	10947	AP3M2
18138	PTGER1	5731	5731	PTGER1
18139	SPEM1	374768	374768	SPEM1
18140	AKAP14	158798	158798	AKAP14
18141	AKAP12	9590	9590	AKAP12
18142	AKAP13	11214	11214	AKAP13
18143	AKAP10	11216	11216	AKAP10
18144	AKAP11	11215	11215	AKAP11
18145	HTRA4	203100	203100	HTRA4
18146	PTGER3	5733	5733	PTGER3
18147	COL2A1	1280	1280	COL2A1
18148	CCDC8	83987	83987	CCDC8
18149	HTRA2	27429	27429	HTRA2
18150	HTRA3	94031	94031	HTRA3
18151	BSDC1	55108	55108	BSDC1
18152	PHEX	5251	5251	PHEX
18153	MFSD6	54842	54842	MFSD6
18154	PYY	5697	5697	PYY
18155	S100Z	170591	170591	S100Z
18156	UNC5CL	222643	222643	UNC5CL
18157	PRIM1	5557	5557	PRIM1
18158	NTN4	59277	59277	NTN4
18159	KIRREL	55243	55243	KIRREL1
18160	NEFH	4744	4744	NEFH
18161	MGC16121	84848	84848	MIR503HG
18162	LNP1	348801	348801	LNP1
18163	DNAH2	146754	146754	DNAH2
18164	C17orf88	23591	23591	FAM215A
18165	C17orf89	284184	284184	NDUFAF8
18166	SNX12	29934	29934	SNX12
18167	EGLN2	112398	112398	EGLN2
18168	C17orf82	388407	388407	LINC02875
18169	C17orf80	55028	55028	C17orf80
18170	C17orf81	23587	23587	ELP5
18171	C17orf86	654434	654434	SNHG20
18172	C17orf87	388325	388325	SCIMP
18173	C17orf85	55421	55421	NCBP3
18174	SPIB	6689	6689	SPIB
18175	SPIC	121599	121599	SPIC
18176	TNKS1BP1	85456	85456	TNKS1BP1
18177	LGTN	1939	1939	EIF2D
18178	LOC222699	222699	222699	TOB2P1
18179	HECA	51696	51696	HECA
18180	PCLO	27445	27445	PCLO
18181	C6orf118	168090	168090	C6orf118
18182	ARID5B	84159	84159	ARID5B
18183	ARID5A	10865	10865	ARID5A
18184	C8A	731	731	C8A
18185	C6orf114	85411	54438	GFOD1
18186	C6orf115	58527	58527	ABRACL
18187	LOC100129726	100129726	100129726	LINC01126
18188	LOC731789	731789	731789	FAM238B
18189	MAP2K1	5604	5604	MAP2K1
18190	TP73	7161	7161	TP73
18191	ABT1	29777	29777	ABT1
18192	AKR7L	246181	246181	AKR7L
18193	TBP	6908	6908	TBP
18194	LOC285740	285740	285740	PHACTR2-AS1
18195	LOC100302640	100302640	100302640	LINC00882
18196	PRR20B	729233	729233	PRR20B
18197	GLS2	27165	27165	GLS2
18198	SLC38A5	92745	92745	SLC38A5
18199	LAPTM4A	9741	9741	LAPTM4A
18200	GALK2	2585	2585	GALK2
18201	SPCS2	9789	9789	SPCS2
18202	LAPTM4B	55353	55353	LAPTM4B
18203	ANKH	56172	56172	ANKH
18204	RASGRP2	10235	10235	RASGRP2
18205	ALG1L2	644974	644974	ALG1L2
18206	EGFR	1956	1956	EGFR
18207	SLC38A7	55238	55238	SLC38A7
18208	DHFRL1	200895	200895	DHFR2
18209	RCVRN	5957	5957	RCVRN
18210	KIAA0649	9858	9858	PPP1R26
18211	WDR86	349136	349136	WDR86
18212	ALOX5AP	241	241	ALOX5AP
18213	WDR81	124997	124997	WDR81
18214	WDR82	80335	80335	WDR82
18215	NLRC5	84166	84166	NLRC5
18216	SLC38A1	81539	81539	SLC38A1
18217	UBAC1	10422	10422	UBAC1
18218	WDR88	126248	126248	WDR88
18219	S100G	795	795	S100G
18220	ACER2	340485	340485	ACER2
18221	ACER3	55331	55331	ACER3
18222	FRMD4A	55691	55691	FRMD4A
18223	ACER1	125981	125981	ACER1
18224	SLC38A3	10991	10991	SLC38A3
18225	SNAR-C3	100170226	100170226	SNAR-C3
18226	SNAR-C2	100170218	100170218	SNAR-C2
18227	TMEM90A	646658	646658	SYNDIG1L
18228	AARSD1	80755	80755	AARSD1
18229	ESYT1	23344	23344	ESYT1
18230	ESYT2	57488	57488	ESYT2
18231	ESYT3	83850	83850	ESYT3
18232	CXCR3	2833	2833	CXCR3
18233	CXCR2	3579	3579	CXCR2
18234	CXCR1	3577	3577	CXCR1
18235	CXCR7	57007	57007	ACKR3
18236	CXCR6	10663	10663	CXCR6
18237	CXCR5	643	643	CXCR5
18238	CXCR4	7852	7852	CXCR4
18239	JAG2	3714	3714	JAG2
18240	JAG1	182	182	JAG1
18241	CLRN2	645104	645104	CLRN2
18242	CLRN3	119467	119467	CLRN3
18243	CLRN1	7401	7401	CLRN1
18244	MYF6	4618	4618	MYF6
18245	PIP4K2A	5305	5305	PIP4K2A
18246	APPBP2	10513	10513	APPBP2
18247	MINK1	50488	50488	MINK1
18248	TFF1	7031	7031	TFF1
18249	QRICH2	84074	84074	QRICH2
18250	QRICH1	54870	54870	QRICH1
18251	E4F1	1877	1877	E4F1
18252	CRYBB3	1417	1417	CRYBB3
18253	CRYBB1	1414	1414	CRYBB1
18254	PRRX1	5396	5396	PRRX1
18255	RAP1GAP	5909	5909	RAP1GAP
18256	EXOC2	55770	55770	EXOC2
18257	EXOC3	11336	11336	EXOC3
18258	DEFB107A	245910	245910	DEFB107A
18259	EXOC1	55763	55763	EXOC1
18260	BNC1	646	646	BNC1
18261	EXOC7	23265	23265	EXOC7
18262	EXOC4	60412	60412	EXOC4
18263	BNC2	54796	54796	BNC2
18264	UBE2Q2	92912	92912	UBE2Q2
18265	EXOC8	149371	149371	EXOC8
18266	MAPKBP1	23005	23005	MAPKBP1
18267	SERTAD3	29946	29946	SERTAD3
18268	ANK1	286	286	ANK1
18269	ANK2	287	287	ANK2
18270	ANK3	288	288	ANK3
18271	MGAT4A	11320	11320	MGAT4A
18272	CHRNG	1146	1146	CHRNG
18273	CHRND	1144	1144	CHRND
18274	CHRNE	1145	1145	CHRNE
18275	C9orf96	169436	169436	STKLD1
18276	C9orf95	54981	54981	NMRK1
18277	IFI44	10561	10561	IFI44
18278	C9orf93	203238	203238	CCDC171
18279	C9orf91	203197	203197	TMEM268
18280	BZW2	28969	28969	BZW2
18281	RAD17	5884	5884	RAD17
18282	FAM99A	387742	387742	FAM99A
18283	FAM99B	100132464	100132464	FAM99B
18284	CRAMP1L	57585	57585	CRAMP1
18285	SNORA10	574042	574042	SNORA10
18286	IDH3A	3419	3419	IDH3A
18287	OR9A2	135924	135924	OR9A2
18288	ARSF	416	416	ARSF
18289	C5AR1	728	728	C5AR1
18290	TNRC6C	57690	57690	TNRC6C
18291	TNNC1	7134	7134	TNNC1
18292	OR9A4	130075	130075	OR9A4
18293	CYP3A7	1551	1551	CYP3A7
18294	PHACTR1	221692	221692	PHACTR1
18295	USP26	83844	83844	USP26
18296	USP25	29761	29761	USP25
18297	PPL	5493	5493	PPL
18298	PSMD6	9861	9861	PSMD6
18299	CYP3A4	1576	1576	CYP3A4
18300	TRIP4	9325	9325	TRIP4
18301	LOC644936	644936	644936	LOC644936
18302	ADAMTS5	11096	11096	ADAMTS5
18303	ADAMTS4	9507	9507	ADAMTS4
18304	ADAMTS7	11173	11173	ADAMTS7
18305	ADAMTS6	11174	11174	ADAMTS6
18306	ADAMTS1	9510	9510	ADAMTS1
18307	TMEM134	80194	80194	TMEM134
18308	ADAMTS3	9508	9508	ADAMTS3
18309	ARHGEF9	23229	23229	ARHGEF9
18310	ARHGEF6	9459	9459	ARHGEF6
18311	ARHGEF7	8874	8874	ARHGEF7
18312	ARHGEF4	50649	50649	ARHGEF4
18313	ARHGEF5	7984	7984	ARHGEF5
18314	ARHGEF2	9181	9181	ARHGEF2
18315	ARHGEF3	50650	50650	ARHGEF3
18316	COTL1	23406	23406	COTL1
18317	ARSG	22901	22901	ARSG
18318	CDH9	1007	1007	CDH9
18319	CDH8	1006	1006	CDH8
18320	PROKR2	128674	128674	PROKR2
18321	FAM48B2	170067	170067	SUPT20HL2
18322	RPL23AP53	644128	644128	RPL23AP53
18323	CDH1	999	999	CDH1
18324	CDH3	1001	1001	CDH3
18325	CDH2	1000	1000	CDH2
18326	CDH5	1003	1003	CDH5
18327	CDH4	1002	1002	CDH4
18328	CDH7	1005	1005	CDH7
18329	CDH6	1004	1004	CDH6
18330	CENPO	79172	79172	CENPO
18331	CENPN	55839	55839	CENPN
18332	DPP10	57628	57628	DPP10
18333	CENPL	91687	91687	CENPL
18334	CENPK	64105	64105	CENPK
18335	CENPJ	55835	55835	CENPJ
18336	CENPI	2491	2491	CENPI
18337	CENPH	64946	64946	CENPH
18338	CENPF	1063	1063	CENPF
18339	CENPE	1062	1062	CENPE
18340	RAMP1	10267	10267	RAMP1
18341	CENPB	1059	1059	CENPB
18342	CENPA	1058	1058	CENPA
18343	RAMP2	10266	10266	RAMP2
18344	LDB2	9079	9079	LDB2
18345	LDB3	11155	11155	LDB3
18346	CLCF1	23529	23529	CLCF1
18347	KAZALD1	81621	81621	KAZALD1
18348	PALM	5064	5064	PALM
18349	FOXE3	2301	2301	FOXE3
18350	SSH1	54434	54434	SSH1
18351	CENPW	387103	387103	CENPW
18352	CENPV	201161	201161	CENPV
18353	CENPT	80152	80152	CENPT
18354	SERPINI2	5276	5276	SERPINI2
18355	CENPQ	55166	55166	CENPQ
18356	CENPP	401541	401541	CENPP
18357	TRMU	55687	55687	TRMU
18358	TRPC2	7221	7221	TRPC2
18359	SPRED1	161742	161742	SPRED1
18360	PDXDC2	283970	283970	PDXDC2P-NPIPB14P
18361	LIN9	286826	286826	LIN9
18362	LOC389705	389705	389705	LOC389705
18363	ATP5G1	516	516	ATP5MC1
18364	UCA1	652995	652995	UCA1
18365	UCKL1	54963	54963	UCKL1
18366	PLEKHA4	57664	57664	PLEKHA4
18367	PLEKHA5	54477	54477	PLEKHA5
18368	PHACTR2	9749	9749	PHACTR2
18369	PLEKHA7	144100	144100	PLEKHA7
18370	ATP5G3	518	518	ATP5MC3
18371	PLEKHA2	59339	59339	PLEKHA2
18372	PLEKHA3	65977	65977	PLEKHA3
18373	NETO1	81832	81832	NETO1
18374	WDR34	89891	89891	DYNC2I2
18375	NETO2	81831	81831	NETO2
18376	PLEKHA8	84725	84725	PLEKHA8
18377	PLEKHA9	51054	51054	PLEKHA8P1
18378	STBD1	8987	8987	STBD1
18379	CTPS	1503	1503	CTPS1
18380	RFESD	317671	317671	RFESD
18381	OR1D2	4991	4991	OR1D2
18382	SEC62	7095	7095	SEC62
18383	OR13C9	286362	286362	OR13C9
18384	DHX38	9785	9785	DHX38
18385	SAMD4A	23034	23034	SAMD4A
18386	TRIB1	10221	10221	TRIB1
18387	TRIB2	28951	28951	TRIB2
18388	TRIB3	57761	57761	TRIB3
18389	DHX30	22907	22907	DHX30
18390	DHX32	55760	55760	DHX32
18391	DHX33	56919	56919	DHX33
18392	DHX34	9704	9704	DHX34
18393	DHX35	60625	60625	DHX35
18394	DHX36	170506	170506	DHX36
18395	DHX37	57647	57647	DHX37
18396	LCE1F	353137	353137	LCE1F
18397	LCE1D	353134	353134	LCE1D
18398	LCE1E	353135	353135	LCE1E
18399	LCE1B	353132	353132	LCE1B
18400	LCE1C	353133	353133	LCE1C
18401	CABIN1	23523	23523	CABIN1
18402	LCE1A	353131	353131	LCE1A
18403	LAYN	143903	143903	LAYN
18404	MGAM	8972	8972	MGAM
18405	AP4S1	11154	11154	AP4S1
18406	B3GNTL1	146712	146712	B3GNTL1
18407	LUM	4060	4060	LUM
18408	VN1R2	317701	317701	VN1R2
18409	MTR	4548	4548	MTR
18410	VN1R1	57191	57191	VN1R1
18411	ZNF768	79724	79724	ZNF768
